,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
696,696,Boddam - Lewis. - Miavig,,,,,,,,1,,,10,883
697,697,Boddam - Skye - Boulder - Loch Scavaig,,,,,,,,1,,,11,883
698,698,Boddam - Barra. - Boulder - Ben Erival,,,,,height above sea level : 1620 feet,,,1,,,2,883
699,699,Boddam - Barra. - Boulder - Ben More hill - Atlantic,,gneiss,,,height above sea level : 165 feet,,,1,,"GQlencoe., Convener",3,883
700,700,Boddam - Croy.—“Tom Rioch”—large,14 x 9 x 9,Conglomerate - gneiss,,,,,,4,,Tom Rioch,1,884
701,701,Boddam - Boulders,,,,,height above sea level : 2300 feet,N.W. - W.N.W.,,1,,,3,884
702,702,Boddam - Gairloch.,high : 24 feet,Granite - schistose - gneiss,,,height above sea level : 747 feet,,,1,,,5,884
703,703,Boddam - Dochart Valley. - Rock,,,,,height above sea level : 585 feet,N.E.,,2,,,2,884
704,704,Boddam - Boulders,,,,,height above sea level : 2300 feet,N.W. - W.N.W.,,1,,,3,884
705,705,Boddam - Rocky knoll,,,,,,,,1,knoll,,4,884
706,706,Boddam - Gairloch.,high : 24 feet,Granite - schistose - gneiss,,,height above sea level : 747 feet,,,1,,,5,884
