,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
603,603,Dirriemore - Edinburgh - Session,,granite,,,,,,1,,"(Sixth Report, pa 49)",1,863
604,604,Edderton west of Tain) - Edderton - Tain - N.N.W - *Cairn nu Cunneig”,,granite - red granite,,,height above sea level : 1000 feet,"N.N.W. - N.W. - N. - E.,",,3,,Cairn nu Cunneig,2,863
605,605,Fannich Mountains situated west of Ben Wyvis) - Fannich Mountains - Ben Wyvis - “Clach Mhor na Biachdoil.”,30 x 10 x 3,gneiss,,,height above sea level : 2700 feet,,,1,,F. Campbell,3,863
606,606,Fodderty - Fodderty. - Boulder,14 x 8 x 5,,,,,,,1,,,4,863
607,607,. Tain - Old Red,,Granite,,,,,,1,,,5,863
608,608,. Tain - Sandstone - Tain - Walter Scott - Cairn na Cunnetg - N.W - *Sir Walter Scott” - *Cairn na Cunnetg ”,,Sandstone - red granite,,,,N. - N.W.,,1,,"(First Report, pa 50)",6,863
609,609,Tarbet Ness - Tarbet Ness. - Balnabruach - Ness.—** Balnabruach” - “Cairn ma Cunneig”,girth : 33 feet - high : 9 feet,reddish granite,,,,E. - W. - W.N.W.,,1,,"(First Report, pa 80, and Second Report, pa 175)",7,863
610,610,Dingwall - Tulloch Hill,11 x 7 x 7,granite,,,,,,3,,,9,863
611,611,Dingwall - N.N.W.,"8 x 5, 7 x 2",mica - schist,,,height above sea level : 550 feet - height above sea level : 400 feet - height above sea level : 620 feet,"N.N. - W, - N.N.W., - E. - W. - N.W.,",,1,,,1,864
612,612,Dingwall - Drynie Farm - S.W.,12 x 8 x 4,mica - schist,,,height above sea level : 610 feet,"S.W. - N.N. - W, - N.",,1,,,2,864
613,613,Dingwall - Tulloch Hill,8 x 6 x 4,granite - sandstone - slate,,,height above sea level : 900 feet,N.W.,,1,,,3,864
614,614,Dingwall - Tulloch Hill - Cromarty Firth,,,,,height above sea level : 1100 feet,,,1,,,5,864
615,615,Dingwall - Achna-Clerach,25 x 23 x 12,granite,,,,,,1,,,7,864
616,616,Dingwall - Glascarnoch - Strathvaick - Tulloch Hill,,,,,,,,1,,Loch,8,864
617,617,Dingwall - Cairn Cunneay - Easter Ross,,granite,,,height above sea level : 2744 feet,,,2,,Morrison,9,864
618,618,"of there RoXBURGHSHIRE, Castleton - Edinburgh - Session",,granite,,,,,,1,,"(Swcth Report, pa 28)",1,865
619,619,"of there RoXBURGHSHIRE, Castleton - Castleton Mansge - River Esk - Lang - Gill - Liddell",diameter : 4 feet,granite,,,,"W.S.W. - W. - N,",,1,bank,,2,865
620,620,"of there RoXBURGHSHIRE, Castleton - Tofts House - Edgerstone - Roxburghshire - (*“Geological Account of Roxburghshire,”",high : hundred feet,porphyry,,,,,,3,,Edwn. Roy.,3,865
621,621,"of there RoXBURGHSHIRE, Castleton - E.",wide : 200 feet - high : 60 feet,sand - granite - shale,,,,N.E. - E.,,1,gravel - sand - pebbles,Edin. Roy.,4,865
622,622,866 Jedburgh - Dunion Hill - Galloway - Dumfriesshire,,Porphyry - Granite,,,,,,1,,"(First Report, pa 50)",1,866
623,623,Nesbit - Nesbit. - Kelso - Penielheugh Hill,,Sandstone,,,height above sea level : 774 feet - height above sea level : 224 feet,S.W. - N.W. - N.E.,,1,knoll,,2,866
624,624,Ruberslaw - Old Red Sandstone,,Sandstone - Silurian,,,,,,1,,Zdin. Roy.,3,866
625,625,SELKIRKSHIRE. Galashiels - Galashiels. - Meigle Hill - N.W.,6 x 41 x 3,Silurian - white sandstone - Conglomerate - Sandstone,,,height above sea level : 1430 feet - height above sea level : 360 feet,N.W. - E. - W.,,1,,"(Sizth Report, pa 30)",4,866
626,626,SELKIRKSHIRE. Galashiels - Nesbit. - Kelso - Penielheugh Hill,,Sandstone,,,height above sea level : 774 feet - height above sea level : 224 feet,S.W. - N.W. - N.E.,,1,knoll,,2,866
627,627,SELKIRKSHIRE. Galashiels - Galashiels. - Meigle Hill - N.W.,6 x 41 x 3,Silurian - white sandstone - Conglomerate - Sandstone,,,height above sea level : 1430 feet - height above sea level : 360 feet,N.W. - E. - W.,,1,,"(Sizth Report, pa 30)",4,866
628,628,"of Edinburgh, Foula Island",,,,,height above sea level : 1370 feet,,,1,,,2,867
629,629,"of Edinburgh, Foula Island - Walls",,,,,,,,1,,James Russell,3,867
630,630,"of Edinburgh, Foula Island - Mainland",,granite - gneiss,,,height above sea level : 700 feet,,,2,,,4,867
631,631,"of Edinburgh, Foula Island - Culswick - Delting Hills - Mainland - N.E",,gneiss - granite,,,,N.E.,,3,,Russell,5,867
632,632,"of Edinburgh, Foula Island - Foula - N.E. corner",,granite,,,,N.E.,,1,,"Messrs Peach, Horne, Geol. Mag.",6,867
633,633,"of Edinburgh, Foula Island - Foula - Dun",,,,,,,,1,clay,"Messrs Peach, Horne",7,867
634,634,Houssay Island - Houssay Island.,,,,,height above sea level : 200 feet,,,1,knoll,"(First Report, pa 43)",8,867
635,635,Houssay Island - Houssay Island.,,gneiss - schist,,,,,,1,,Geikie,11,867
636,636,Houssay Island - Papa Stour - Sand - Bixiter Voe - Mainland,,,,,,,,1,,"Hibbert, Messrs Peach, Horne",1,868
637,637,Houssay Island - Papa Stour - Sand - Bixiter Voe - Mainland,,granite,,,,,,1,,Hibbert,3,868
638,638,Houssay Island - Hilswick,,,,,,E. - N.E. - N. - S.,,1,,"Messrs Peach, Horne, Hibbert",4,868
639,639,"Roeness Hill, on North Mavine, 1476 feet high - Roeness Hill - North Mavine",,red granite - greenstone,,,,,,1,,Hibbert,5,868
640,640,"Roeness Hill, on North Mavine, 1476 feet high - Roeness Hill - North Mavine",,,,,,S.W.,,1,,"Messrs Peach, Horne",6,868
641,641,(1) Boulders - Near North Mavine - Main - Hilswick - Ollaberry,"16 x 12 x 6, 11 x 8 x 8, 8 x 10 x 11",sienitic,,,,,,3,,,8,868
642,642,Lunnasting—Stones of Stoffus - Aberdeen,high : 22 feet - girth : 90 feet - Height : 120 feet,gneiss,,,,,,1,,"(Second Report, pa 193)",2,869
643,643,Lunnasting—Stones of Stoffus - Lunna,,granite,,,height above sea level : 200 feet,,,4,,,4,869
644,644,Fair Isle Parish - Fair Isle Parish.,,Conglomerate,,weight : 10 tons,,,,1,,"(Evghth Report, pa T)",3,870
645,645,Fair Isle Parish - Kday,,sandstone,,,,,,1,,,4,870
646,646,Sumburgh Head - Sumburgh Head.,,Conglomerate - sandstone,,,,,,1,,"(Second Report, pa 44)",8,870
647,647,Sumburgh Head - Sumburgh Head.,,,,,,,,1,,"Messrs Peach, Horne, Lond. Geol. Soc.",9,870
648,648,"STIRLINGSHIRE. la Alloa - ¢Hair Stone,”",13 x 12 x 11,,,,height above sea level : 7Q feet - height above sea level : 1000 feet,"N. - S. - N.W., - W.",,1,,"(First Report, pa 50)",6,871
649,649,STIRLINGSHIRE. la Alloa - Shetland,8 x 4 x 3,mica - slate - Conglomerate,,,height above sea level : 1260 feet,"N., - W, - N.W.",,2,,Mr Jack,2,871
650,650,“The highest 3. Campsie - Kilpatrick Hills - W.N,,trap - granite - felspar - Conglomerate,,,,"W.N. - W, - N.W., - N.E.",,1,,Young,1,872
651,651,“The highest 3. Campsie - Croy Hill - Firths of Clyde - Forth,,trap - Conglomerate,,weight : 200 tons,height above sea level : 160 feet - height above sea level : 1250 feet,,,1,knoll,"(Fowrth Report, pa 42)",3,872
652,652,"On Croy Hill, of old Conglomerate,   4. St Ninians - Croy Hill - Firths of Clyde - Forth",,trap - Conglomerate,,weight : 200 tons,height above sea level : 160 feet - height above sea level : 1250 feet,,,1,knoll,"(Fowrth Report, pa 42)",3,872
653,653,"On Croy Hill, of old Conglomerate,   4. St Ninians - Campsie Hills - ‘“Wallace’s Putting Stone ”",,,,,height above sea level : 800 feet,E. - W.,,1,,"(Fourth Report, pa 34)",2,872
654,654,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Edinburgh - Session",,Conglomerate,,,,,,1,,"(Sixth Report, pa 31)",1,873
655,655,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Kilbride - Perthshire",,,,,,,,1,,,2,873
656,656,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Landrick Estate",,,,,,,,1,,,3,873
657,657,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Keltie Bridge",,,,,,,,1,,,4,873
658,658,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Gartincaber",,,,,,,,1,,,5,873
659,659,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - River Teith",,,,,,,,1,,,6,873
660,660,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Corntan Brickwork - Stirling - Brldge - Allan",,,,,,,,1,bed - clay,,9,873
661,661,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Stirling Castle",,Conglomerate - gneiss,,,,,,1,,,10,873
662,662,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Loch Coulter - Gullies Hill - Stirling",,Conglomerate - mica - slate - felspar - porphyry,,,,,,1,,,11,873
663,663,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Stirling",,gneiss - granite - whinstone,,,,S.E.,,1,,,12,873
664,664,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Glenbervie - Torwood - Stirling",,Conglomerate,,,,,,1,,,13,873
665,665,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - On Dunmore Estate - Stirling",,Conglomerate,,,,S.E.,,1,,,14,873
666,666,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - S.E - “The Estuary of the Forth,”*",,,,,,N.W. - S.E.,,1,,,15,873
667,667,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - N.W. - Callander - Aberfoyle",,,,,,"N.W.,",,1,,,16,873
668,668,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Old Red Sandstone - S.E",16 x 10 x 4,Sandstone,,,height above sea level : 248 feet,"N.N.W. - S.E. - N. - W.,",,3,,"( First Report, pa 51)",2,874
669,669,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Craigrorth Hill - Stirling - Aberfoyle",,gneiss,,,height above sea level : 198 feet,"N.W, - S.E. - W. - N.",,1,,Joass,3,874
670,670,"of Edinburgh, Session 1883-84. 873 6. Sterling and Doune districis - Racecourse - Stirling",,granite - sandstone,,,,"S. - W. - N.N.W. - N.W.,",,1,knoll,,4,874
671,671,7. Aberfoyle - Aberfoyle. - Arndrum Hill,,Conglomerate - gneiss,volume : 3 cubic yards,,height above sea level : 454 feet - height above sea level : 230 feet,"N.E, - S. - W. - N, - S,",,6,,Callander,5,874
672,672,7. Aberfoyle - “Clach na Patain” - ¢Clach Mhie Mhios”,,,,,,,,4,,"(Ninth Report, pa 16)",6,874
673,673,"To SUTHERLANDSHIRE, Assynt - “Clach na Patain” - ¢Clach Mhie Mhios”",,,,,,,,4,,"(Ninth Report, pa 16)",6,874
674,674,A Golspre - Old Red Sandstone - S.E,16 x 10 x 4,Sandstone,,,height above sea level : 248 feet,"N.N.W. - S.E. - N. - W.,",,3,,"( First Report, pa 51)",2,874
675,675,A Golspre - Craigrorth Hill - Stirling - Aberfoyle,,gneiss,,,height above sea level : 198 feet,"N.W, - S.E. - W. - N.",,1,,Joass,3,874
676,676,West and North Coasts - N.W. - Cape Wrath - Loch Maree,,granite,,,,N.W.,,1,pebbles,"(First Report, pa 51)",2,876
677,677,West and North Coasts - Sutherland - Loch Laxford,,,,,,,,1,,"(Brit. Assoc. Reports for 1855, pa 89)",3,876
678,678,West and North Coasts - N.W. and N. - Sutherlandshire,,,,,,N.W. - N.,,1,,"Chambers, Nicol",5,876
679,679,Clyne - Brora - Clynlish - N.W,9 x 6 x 6,sandstone - Granite,,,,"W. - N. - N.W. - N.E. - N.E.,",,2,,"(First Report, pa 51)",6,876
680,680,of Glenluce - Edinburgh - Session,,,,,height above sea level : 200 feet,,,1,stratified,"(Ninth Report, pa 26)",1,877
681,681,of Glenluce - Near Thorshavn,,basalt,,,,,,1,,,5,877
682,682,of Glenluce - Kintyre - Old Red Sandstone - Abstract,,gneiss - Sandstone,,,,,,1,,,7,881
683,683,of Glenluce - Plate VIII,,gneiss,,,,,,1,,Geikie,2,881
684,684,"of Glenluce - ¢Clach Udelain” - ‘“Unstable Block,”",,Gneiss,,,,,,1,,,3,881
685,685,"of Glenluce - ¢the principal ” - “Giant Putting Stone,”",18 x 12,,,,height above sea level : hundred feet,,,1,,Geikie,4,881
686,686,"of Glenluce - “The Pig’s Back,”",,Knap,,,,,,2,,,5,881
687,687,Plate VIIIL. No. 6. Loch Glashan - Knock Farm,,,,,,N.N.E. - N. - E.,,1,,Loch Glashan.,6,881
688,688,Plate VIIIL. No. 6. Loch Glashan - Kintyre - Old Red Sandstone - Abstract,,gneiss - Sandstone,,,,,,1,,,7,881
689,689,Plate VIIIL. No. 6. Loch Glashan - Loch Killesport,,gneiss - slate - Granite,,,,,,1,,,2,882
690,690,Plate VIIIL. No. 6. Loch Glashan - Killes,,,,,,N.W.,,2,,,4,882
691,691,"BuTte. Plate VIII, No. 9. 4rrgn - BuTte",,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
692,692,"BuTte. Plate VIII, No. 9. 4rrgn - Loch Killesport",,gneiss - slate - Granite,,,,,,1,,,2,882
693,693,"BuTte. Plate VIII, No. 9. 4rrgn - BuTte",,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
694,694,"Plate VIII. No. 8. Great Plate VIII. No, 12. In Plate VIII, No. 15. Iona - Loch Killesport",,gneiss - slate - Granite,,,,,,1,,,2,882
695,695,"Plate VIII. No. 11. Rock Plate VIII. No, 13, Barone Plate IX. No, 16. Jona - Kilmory",,,,weight : 400 tons,height above sea level : 230 feet,,,1,,Rock,3,882
696,696,"Plate VIII. No. 11. Rock Plate VIII. No, 13, Barone Plate IX. No, 16. Jona - Killes",,,,,,N.W.,,2,,,4,882
697,697,"Plate VIII. No. 11. Rock Plate VIII. No, 13, Barone Plate IX. No, 16. Jona - Grassipol - S.E.",,,,,,S.E.,,1,,,5,882
698,698,"BuTte. Plate VIII, No. 9. 4rrgn - BuTte",,granite - Sandstone - Porphyry,,,,"N.E. - N.W,",,1,knoll,Plate VIII,6,882
699,699,Plate IX. No. 21. Barra - Barra. - Boulder - Ben Erival,,,,,height above sea level : 1620 feet,,,1,,,2,883
700,700,Plate IX. No. 22. Barra - Barra. - Boulder - Ben More hill - Atlantic,,gneiss,,,height above sea level : 165 feet,,,1,,"GQlencoe., Convener",3,883
701,701,Plate IX. No. 22. Barra - Loch Boisdale. - Kennet Hill,,,,,,,,2,,,4,883
702,702,Plate IX. No. 22. Barra - South Urst - Mingary Hill - N.W.,,,,,,"N.W.,",,1,,,5,883
703,703,Plate IX. No. 22. Barra - South Urst - Mingary Hill - N.W.,,Granite,,,,,,1,knoll,Askernish,6,883
704,704,"Plate IX. No. 25, Uist - Borve - Atlantic",,,,,,,,2,,Harres,8,883
705,705,"Plate IX. No. 28, West Loch Tarbert - West Loch Tarbert. - Scalpa Island",,Granite,,,,,,1,,,9,883
706,706,"Plate X, No. 29. The Lewis - Lewis. - Miavig",,,,,,,,1,,,10,883
707,707,"Plate X, No. 29. The Lewis - Skye - Boulder - Loch Scavaig",,,,,,,,1,,,11,883
708,708,"Plate X, No. 30. Skye,—Boulder INVERNESS-SHIRE. Plate X. No. 31. Fort-William - Skye - Boulder - Loch Scavaig",,,,,,,,1,,,11,883
709,709,Plate IX. No. 21. Barra - Barra. - Boulder - Ben Erival,,,,,height above sea level : 1620 feet,,,1,,,2,883
710,710,Plate IX. No. 22. Barra - Barra. - Boulder - Ben More hill - Atlantic,,gneiss,,,height above sea level : 165 feet,,,1,,"GQlencoe., Convener",3,883
711,711,884 Proceedings of the Royal Society Plate_' X. No. 34. Farr Parish - Croy.—“Tom Rioch”—large,14 x 9 x 9,Conglomerate - gneiss,,,,,,4,,Tom Rioch,1,884
712,712,and sloping down to westward Plate X. No. 35. Croy - Croy.—“Tom Rioch”—large,14 x 9 x 9,Conglomerate - gneiss,,,,,,4,,Tom Rioch,1,884
713,713,Plate X. No. 36. Cawdor - Croy.—“Tom Rioch”—large,14 x 9 x 9,Conglomerate - gneiss,,,,,,4,,Tom Rioch,1,884
714,714,884 Proceedings of the Royal Plate_' X. No. 34. Farr NAIRNSHIRE. | PERTHSHIRE. Plate X. No. 37. Callander - Croy.—“Tom Rioch”—large,14 x 9 x 9,Conglomerate - gneiss,,,,,,4,,Tom Rioch,1,884
715,715,Plate X. No. 38. Dochart Valley - Boulders,,,,,height above sea level : 2300 feet,N.W. - W.N.W.,,1,,,3,884
716,716,- ROSS-SHIRE. Plate X. No. 40. Gairloch - Gairloch.,high : 24 feet,Granite - schistose - gneiss,,,height above sea level : 747 feet,,,1,,,5,884
717,717,Plate X. No. 38. Dochart Plate X. No. 41. Gairlock - Dochart Valley. - Rock,,,,,height above sea level : 585 feet,N.E.,,2,,,2,884
718,718,Plate X. No. 38. Dochart Plate X. No. 41. Gairlock - Boulders,,,,,height above sea level : 2300 feet,N.W. - W.N.W.,,1,,,3,884
719,719,Plate X. No. 38. Dochart Plate X. No. 41. Gairlock - Rocky knoll,,,,,,,,1,knoll,,4,884
720,720,- ROSS-SHIRE. Plate X. No. 40. Gairloch - Gairloch.,high : 24 feet,Granite - schistose - gneiss,,,height above sea level : 747 feet,,,1,,,5,884
